               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 153,             0.01757,           0.0070615,           0.0092682,             0.97826,                   1,               0.995,             0.77955,            0.010793,           0.0030547,           0.0021769,            0.002476,            0.002476,            0.002476
                 154,            0.018353,           0.0068859,           0.0082411,             0.98082,                   1,               0.995,             0.81044,            0.010478,            0.002977,           0.0021549,           0.0024265,           0.0024265,           0.0024265
                 155,            0.018145,           0.0066389,            0.013058,             0.98031,                   1,               0.995,             0.79644,            0.010727,           0.0029878,           0.0021549,            0.002377,            0.002377,            0.002377
                 156,            0.016693,           0.0066864,           0.0088698,                0.98,                   1,               0.995,             0.79175,              0.0111,           0.0030861,           0.0021233,           0.0023275,           0.0023275,           0.0023275
                 157,            0.017807,           0.0068735,           0.0081451,             0.97943,                   1,               0.995,             0.78159,            0.010859,           0.0031466,           0.0021057,            0.002278,            0.002278,            0.002278
                 158,            0.017568,           0.0078032,           0.0092972,              0.9795,                   1,               0.995,             0.78788,            0.011255,           0.0031636,           0.0021322,           0.0022285,           0.0022285,           0.0022285
                 159,            0.016848,            0.006189,           0.0089908,             0.97817,                   1,               0.995,             0.82599,            0.010858,           0.0031813,           0.0020339,            0.002179,            0.002179,            0.002179
                 160,            0.015747,           0.0062701,           0.0080025,             0.97685,                   1,               0.995,              0.8062,            0.010787,           0.0032479,           0.0020444,           0.0021295,           0.0021295,           0.0021295
                 161,            0.016922,           0.0073131,           0.0064097,             0.97521,                   1,               0.995,             0.81541,            0.010951,           0.0032226,           0.0019593,             0.00208,             0.00208,             0.00208
                 162,            0.016215,           0.0065013,           0.0086453,             0.97571,                   1,               0.995,             0.81761,            0.010479,            0.003084,           0.0018631,           0.0020305,           0.0020305,           0.0020305
                 163,            0.016781,           0.0060996,           0.0069572,              0.9766,                   1,               0.995,             0.80495,            0.010296,            0.003127,           0.0017218,            0.001981,            0.001981,            0.001981
                 164,            0.016608,           0.0063294,            0.011695,             0.97579,                   1,               0.995,             0.80401,            0.010297,           0.0030894,           0.0016616,           0.0019315,           0.0019315,           0.0019315
                 165,            0.015084,           0.0056073,           0.0076814,             0.97528,                   1,               0.995,             0.81464,            0.010013,           0.0030537,            0.001705,            0.001882,            0.001882,            0.001882
                 166,            0.016094,           0.0076502,           0.0090554,             0.97646,                   1,               0.995,             0.82537,             0.01027,           0.0030547,           0.0017639,           0.0018325,           0.0018325,           0.0018325
                 167,            0.016653,           0.0063534,            0.010555,             0.97457,             0.99564,               0.995,             0.82988,            0.010041,           0.0030804,           0.0023451,            0.001783,            0.001783,            0.001783
                 168,            0.016367,           0.0064276,             0.01129,             0.96533,             0.99128,               0.995,               0.822,            0.010134,           0.0030814,           0.0032163,           0.0017335,           0.0017335,           0.0017335
                 169,            0.015984,           0.0064572,           0.0088999,             0.96427,             0.99051,               0.995,             0.81608,            0.010107,           0.0031374,           0.0036452,            0.001684,            0.001684,            0.001684
                 170,            0.016322,           0.0074376,           0.0081345,             0.96569,             0.99063,               0.995,             0.80279,            0.010198,           0.0032113,           0.0034448,           0.0016345,           0.0016345,           0.0016345
                 171,            0.016612,           0.0065404,            0.010669,             0.97297,               0.992,               0.995,             0.79717,            0.010405,           0.0031274,           0.0027762,            0.001585,            0.001585,            0.001585
                 172,            0.014401,            0.006149,            0.012154,             0.97919,             0.99618,               0.995,             0.80532,            0.010484,           0.0032162,            0.002184,           0.0015355,           0.0015355,           0.0015355
                 173,            0.016411,           0.0060482,            0.007981,             0.98076,                   1,               0.995,             0.77963,             0.01132,           0.0034076,           0.0019602,            0.001486,            0.001486,            0.001486
                 174,            0.016171,           0.0063415,           0.0078788,              0.9828,                   1,               0.995,             0.79133,            0.010472,           0.0032814,           0.0018471,           0.0014365,           0.0014365,           0.0014365
                 175,            0.015273,           0.0060751,            0.009486,             0.98319,                   1,               0.995,             0.80148,            0.010466,           0.0031976,           0.0018663,            0.001387,            0.001387,            0.001387
                 176,             0.01486,           0.0059428,           0.0080864,             0.98328,              0.9988,               0.995,                 0.8,            0.010136,           0.0030841,           0.0018808,           0.0013375,           0.0013375,           0.0013375
                 177,            0.014868,           0.0061206,           0.0086607,             0.98263,             0.99546,               0.995,             0.81367,           0.0099567,           0.0030675,            0.001889,            0.001288,            0.001288,            0.001288
                 178,            0.015522,           0.0063105,           0.0082887,             0.98278,             0.99487,               0.995,             0.80088,            0.010198,            0.003042,           0.0018496,           0.0012385,           0.0012385,           0.0012385
                 179,            0.016847,           0.0070188,           0.0064078,             0.98343,             0.99268,               0.995,             0.81007,            0.010455,           0.0030357,           0.0017805,            0.001189,            0.001189,            0.001189
                 180,             0.01517,           0.0061428,           0.0078105,             0.98388,              0.9956,               0.995,             0.82108,            0.010613,            0.003057,            0.001702,           0.0011395,           0.0011395,           0.0011395
                 181,            0.015549,           0.0068702,           0.0097171,             0.98391,                   1,               0.995,             0.80331,            0.010392,           0.0030371,           0.0015693,             0.00109,             0.00109,             0.00109
                 182,            0.016532,           0.0065115,             0.00739,             0.98372,                   1,               0.995,             0.82028,            0.010269,           0.0029812,            0.001452,           0.0010405,           0.0010405,           0.0010405
                 183,            0.014774,           0.0066596,           0.0072608,             0.98303,                   1,               0.995,             0.81853,            0.010245,           0.0029544,           0.0013921,            0.000991,            0.000991,            0.000991
                 184,            0.016343,           0.0076001,             0.00683,             0.98237,                   1,               0.995,             0.82563,            0.010303,           0.0029847,           0.0014318,           0.0009415,           0.0009415,           0.0009415
                 185,            0.013354,           0.0062369,            0.007401,             0.98132,                   1,               0.995,             0.81745,            0.010294,           0.0029909,           0.0016463,            0.000892,            0.000892,            0.000892
                 186,            0.015652,           0.0064784,           0.0087006,             0.97756,             0.99032,               0.995,             0.83361,            0.010087,           0.0029448,           0.0021246,           0.0008425,           0.0008425,           0.0008425
                 187,            0.016187,           0.0061867,           0.0078938,             0.97115,             0.99107,               0.995,             0.83924,            0.010216,           0.0029584,             0.00246,            0.000793,            0.000793,            0.000793
                 188,            0.014931,           0.0065951,           0.0072159,             0.97408,              0.9919,               0.995,             0.81897,            0.010141,           0.0029476,           0.0022847,           0.0007435,           0.0007435,           0.0007435
                 189,            0.015063,           0.0062541,           0.0087147,             0.98246,             0.99882,               0.995,             0.82584,            0.010102,           0.0029642,           0.0014675,            0.000694,            0.000694,            0.000694
                 190,             0.01543,           0.0055817,            0.011485,             0.98229,                   1,               0.995,             0.82362,            0.010129,           0.0029697,           0.0012006,           0.0006445,           0.0006445,           0.0006445
                 191,            0.016132,           0.0069006,           0.0098565,             0.98223,                   1,               0.995,             0.82944,            0.010025,           0.0029897,            0.001213,            0.000595,            0.000595,            0.000595
                 192,            0.015841,           0.0070711,           0.0074573,             0.98206,                   1,               0.995,             0.84094,            0.010103,           0.0030208,            0.001138,           0.0005455,           0.0005455,           0.0005455
                 193,            0.014755,           0.0063228,           0.0060148,             0.98203,                   1,               0.995,             0.83166,            0.010016,           0.0030384,           0.0010707,            0.000496,            0.000496,            0.000496
                 194,            0.014997,           0.0065415,           0.0084369,             0.98199,                   1,               0.995,             0.80938,             0.01001,           0.0030318,            0.001104,           0.0004465,           0.0004465,           0.0004465
                 195,            0.015372,           0.0065793,           0.0084719,             0.98274,                   1,               0.995,             0.81079,            0.010042,            0.003014,            0.001044,            0.000397,            0.000397,            0.000397
                 196,            0.014642,            0.006434,           0.0070285,             0.98297,                   1,               0.995,             0.81073,            0.010202,           0.0030224,           0.0010361,           0.0003475,           0.0003475,           0.0003475
                 197,            0.014695,           0.0061437,           0.0072531,             0.98328,                   1,               0.995,             0.82645,            0.010209,           0.0030225,           0.0010834,            0.000298,            0.000298,            0.000298
                 198,            0.013347,           0.0059038,           0.0056571,             0.98295,                   1,               0.995,              0.8154,            0.010169,           0.0030081,           0.0010757,           0.0002485,           0.0002485,           0.0002485
                 199,            0.014111,           0.0058572,           0.0077207,             0.98292,                   1,               0.995,             0.81399,            0.010244,           0.0030108,            0.001029,            0.000199,            0.000199,            0.000199
